ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
GO:0042254	ribosome biogenesis	310	0.612220583623516	3.50872346504589	1e-10	1.04536256323777e-09	5.03594568208041e-10	5973	tags=62%, list=22%, signal=49%	RPS15/DHX30/MRTO4/MRM2/FTSJ3/WBP11/SURF6/GLUL/BMS1/TSR3/AFG2B/SLX9/REXO4/RPUSD2/UTP14A/POP4/EIF4A3/DDX54/SART1/RRP36/RPL14/LYAR/RPL35/NOL7/MCAT/REXO1/SIRT7/RRP1/UTP18/KRI1/GNL2/RPUSD1/MRPS2/NOM1/DDX51/MRM3/DDX49/EXOSC9/NHP2/ISG20L2/GTF3A/RRS1/NOP16/NOP14/LAS1L/RBM10/PA2G4/RCC1L/POP7/NSA2/EBNA1BP2/ABT1/EXOSC10/MPV17L2/C1QBP/PIN4/WDR46/NOP56/AATF/WDR55/RPL26L1/EXOSC4/CINP/CUL4A/LTV1/EIF5B/UTP3/NOP2/UTP6/RAN/REXO5/TRMT112/ZNHIT3/RPUSD4/SUV39H1/RNASEL/MRPS7/XRN2/LSM6/ERCC2/RIOK1/LSG1/PWP2/TSR2/DDX47/C1orf131/DHX29/DDX56/RPL11/RPL24/PPAN/RPS19BP1/RPP38/YTHDF2/SNU13/RPS11/RPS25/RPS9/NOC2L/ZNF622/LOC102724159/DDX27/DNTTIP2/DKC1/NPM1/DDX3X/NUDT16/RPS27/RPSA/MPHOSPH10/RPS14/NIP7/RBFA/ESF1/RRP7A/RPL38/NSUN5/TSR1/RPS19/DDX28/ERI3/RPL7A/RPL7/C1D/RPP30/DHX37/XRCC5/RPL27/PES1/RPS8/MTG2/RBM34/RRP9/NOP53/UTP11/RPL7L1/NGRN/RPS5/NOP58/FAU/ZNF593/NOLC1/MTERF4/GRWD1/FBL/RPS23/NVL/RIOK2/EXOSC2/BYSL/MALSU1/TRMT2B/NGDN/RPL5/RPS24/GAR1/RPL35A/RPS3A/NOP9/USP16/RPS17/RPS12/BUD23/RRP1B/RPS16/RPP40/NOP10/ERAL1/GEMIN4/EXOSC7/WDR18/RPS4X/WDR74/NOL10/POP5/UTP4/GTF2H5/PIH1D1/EXOSC3/AIRIM/EFL1/EIF6/FRG1/SDAD1/EXOSC5/NUP88/NOA1/AK6/IMP4/RPS28/IMP3/TBL3
GO:0008380	RNA splicing	450	0.574473733898981	3.42274837459446	1e-10	1.04536256323777e-09	5.03594568208041e-10	6003	tags=59%, list=22%, signal=47%	ALYREF/UPF1/DAZAP1/CACTIN/SF3B4/HNRNPF/THOC3/TXNL4A/HNRNPL/JMJD6/LGALS3/PRPF4/RBM15B/WBP11/ESS2/YBX1/TSEN54/NONO/DDX23/SART3/FUS/KHDRBS1/GRSF1/HNRNPA2B1/SRSF2/RBM38/EIF4A3/HNRNPA1/DDX39A/SART1/ISY1/HNRNPUL1/YJU2/HNRNPM/GPKOW/SF3A3/U2AF2/SUPT6H/RALY/C9orf78/SNRPD2/HTATSF1/NCL/TARDBP/SRSF3/PNN/TFIP11/SNRPC/CLP1/AAR2/DDX41/ARMC7/ILF3/DBR1/TSEN34/SF3B2/LSM7/CWF19L1/RBM10/CDC5L/ARL6IP4/SF1/WBP4/SRSF9/HNRNPK/RNPS1/DHX38/PRPF6/EXOSC10/GEMIN6/MFAP1/ZNF830/LSM4/C1QBP/DHX16/PHF5A/CD2BP2/SNRPD1/ZMAT2/PRPF31/ENY2/RBM17/RPS26/UBL5/FAM98A/SUGP1/LSM3/SNRPB/SAP18/CWC15/USB1/CDK11B/SNRPB2/CWC25/WDR77/SFPQ/HNRNPH3/ILDR2/HNRNPR/SRSF5/PRPF19/BUD13/GEMIN7/PRPF38B/TADA2B/TAF6L/RPUSD4/HNRNPA3/SNRNP70/LARP7/BCAS2/HSPA1A/SRSF4/SRSF7/SNRPF/LSM6/CDK11A/AKAP17A/HNRNPUL2/PDCD7/IK/DDX47/DDX46/ARVCF/PUF60/IWS1/SNRPG/CTNNBL1/KHSRP/UPF3B/PRKRIP1/GPATCH1/PPP1R8/HOXB-AS3/PPIH/SNIP1/SCAF1/RTCB/SF3B5/XAB2/SF3A2/LSM1/NSRP1/ACIN1/BUD31/RBM42/PPIE/SNU13/CASC3/HABP4/DHX15/FMR1/RBM22/SYNCRIP/STRAP/DNAJC17/RBM39/FAM50A/USP4/TAF5L/RBM4B/METTL3/UPF3A/MPHOSPH10/CCAR2/PRP4K/COIL/CWF19L2/ZC3H13/RTRAF/PTBP1/SNRNP35/PRMT7/DDX5/SNW1/TAF9/DHX9/THRAP3/RBMX2/PPP1R9B/NOL3/USP39/HSPA8/HNRNPH1/ESRP2/RBM8A/LSM10/CLNS1A/SNRPA1/LSM2/TADA3/RNF113A/DDX42/HNRNPH2/RBM6/PRPF3/SRRM1/ZPR1/HNRNPU/FASTK/ZRSR2/GEMIN2/PPWD1/ZCRB1/PPIG/THOC7/SMN1/SLU7/CIR1/CRNKL1/TMBIM6/TAF15/MAGOH/SNRPE/SNRPD3/LUC7L3/AKAP8L/SYF2/ARGLU1/U2AF1/KAT2A/DDX39B/PQBP1/AFF2/SON/RBM25/DDX20/PRMT1/RBFOX2/TAF10/PSIP1/PRPF38A/RBM3/ATXN7L3/RRP1B/SGF29/FAM98B/TTF2/SFSWAP/GEMIN4/DDX1/SMNDC1/ZBTB7A/CWC27/CELF2/CLK3/NCBP2/PRMT5/ZRSR2P1/SNRNP25/TSSC4/WTAP/DHX8/SF3B3/LUC7L/RRAGC/RSRP1/WDR83/FRG1/SRSF11/SNRPA/PPIL1/HNRNPC/AHNAK/SUGP2
GO:0006364	rRNA processing	221	0.605161653779136	3.37019351025017	1e-10	1.04536256323777e-09	5.03594568208041e-10	5973	tags=61%, list=22%, signal=48%	RPS15/MRTO4/MRM2/FTSJ3/WBP11/BMS1/TSR3/SLX9/REXO4/RPUSD2/UTP14A/POP4/EIF4A3/DDX54/SART1/RRP36/RPL14/LYAR/RPL35/NOL7/REXO1/SIRT7/RRP1/UTP18/KRI1/RPUSD1/DDX51/MRM3/DDX49/EXOSC9/NHP2/RRS1/NOP14/LAS1L/PA2G4/POP7/NSA2/EBNA1BP2/ABT1/EXOSC10/PIN4/WDR46/NOP56/WDR55/EXOSC4/UTP3/NOP2/UTP6/REXO5/TRMT112/ZNHIT3/RPUSD4/SUV39H1/RNASEL/XRN2/LSM6/ERCC2/RIOK1/PWP2/TSR2/DDX47/DDX56/RPL11/PPAN/RPP38/YTHDF2/SNU13/RPS25/LOC102724159/DDX27/DKC1/NUDT16/RPS27/MPHOSPH10/RPS14/RBFA/ESF1/RRP7A/NSUN5/TSR1/RPS19/ERI3/RPL7A/RPL7/C1D/RPP30/DHX37/RPL27/PES1/RPS8/RBM34/RRP9/NOP53/UTP11/RPL7L1/NOP58/NOLC1/MTERF4/FBL/NVL/RIOK2/EXOSC2/BYSL/TRMT2B/NGDN/RPL5/RPS24/GAR1/RPL35A/NOP9/RPS17/BUD23/RRP1B/RPS16/RPP40/NOP10/GEMIN4/EXOSC7/WDR18/WDR74/NOL10/POP5/UTP4/GTF2H5/PIH1D1/EXOSC3/EIF6/FRG1/EXOSC5/AK6/IMP4/RPS28/IMP3/TBL3
GO:0002181	cytoplasmic translation	164	0.63365844879923	3.36977393207755	1e-10	1.04536256323777e-09	5.03594568208041e-10	6745	tags=74%, list=24%, signal=57%	EIF3B/RPS15/SLBP/YBX1/EIF4G1/EIF3C/PKM/RPL14/RPL35/RPS20/HNRNPD/UBA52/RPS26/RPL6/EIF2B1/EEF1D/RPL26L1/RPL29/RPS10/YBX3/ETF1/DHX29/RPL11/EIF4A1/RPL8/RPL24/EIF3G/RPL18A/RPL27A/YTHDF2/EIF2B3/RPS11/RPS25/GTPBP1/RPS9/EIF3H/FMR1/SYNCRIP/RPL22/METTL3/RPL23A/RPS27/RPSA/RPL17/RPS14/RPL10/CSDE1/EIF3I/RWDD1/RPL18/RPL41/RPL34/DHX9/RPL38/RPL10A/RPS19/EIF3J/ZNF385A/RPL7A/RPL7/RPL31/PKP1/RPL36A/DENR/HNRNPU/SH3BGRL/RPL27/RPS8/RPS5/FAU/NMNAT2/RPL21/ZC3H15/RPS23/RPL12/EIF2B5/RPLP2/RPS2/RPL5/RPS24/RPL35A/RPS3A/DRG1/RPL37A/PAIP1/RPS17/RPS12/RPL13A/RPL13/EIF3L/FTSJ1/RPS29/RPS16/EIF4A2/RPL19/RPS4X/RPL36/NCBP2/RPLP0/RPL37/EIF2B4/UNK/RPL9/RPLP1/RPL3/RPL15/RPS28/EIF3K/RPL30/EIF3F/RPS7/RPL23/RPL32/RPS27A/EIF3D/RPS15A/RPL4/RPS3/PABPC1/EIF5/AKT2/EIF2S2
GO:0016072	rRNA metabolic process	264	0.589355320268391	3.35119956934999	1e-10	1.04536256323777e-09	5.03594568208041e-10	6029	tags=58%, list=22%, signal=46%	RPS15/MRTO4/MRM2/FTSJ3/WBP11/BMS1/TSR3/TRIR/SLX9/REXO4/RPUSD2/UTP14A/POP4/EIF4A3/DDX54/SART1/RRP36/POLR1G/TCOF1/CAVIN1/RPL14/LYAR/RPL35/NOL7/REXO1/SIRT7/RRP1/UTP18/NCL/KRI1/GTF3C5/RPUSD1/DDX51/MRM3/DDX49/EXOSC9/NHP2/GTF3A/RRS1/NOP14/LAS1L/PA2G4/POP7/NSA2/EBNA1BP2/ABT1/EXOSC10/BRF1/PIN4/WDR46/NOP56/MACROH2A1/WDR55/EXOSC4/DDX11/POLR2E/UTP3/NOP2/UTP6/REXO5/TRMT112/ZNHIT3/RPUSD4/SUV39H1/RNASEL/XRN2/LSM6/ERCC2/RIOK1/PWP2/TSR2/DDX47/IPPK/DDX56/RPL11/PPAN/RPP38/YTHDF2/SNU13/RPS25/LOC102724159/DDX27/GTF3C6/DKC1/NUDT16/RPS27/MPHOSPH10/SMARCB1/RPS14/PELO/RBFA/ESF1/RRP7A/NSUN5/TSR1/RPS19/ERI3/RPL7A/RPL7/C1D/RPP30/DHX37/RPL27/PES1/RPS8/DEDD2/RBM34/RRP9/NOP53/UTP11/RPL7L1/NOP58/NOLC1/MTERF4/FBL/POLR1D/NVL/RIOK2/EXOSC2/BYSL/TRMT2B/NGDN/RPL5/SLFN13/RPS24/GAR1/RPL35A/NOP9/RPS17/BUD23/RRP1B/RPS16/RPP40/NOP10/GEMIN4/EXOSC7/WDR18/WDR74/NOL10/POP5/UTP4/GTF2H5/PIH1D1/EXOSC3/EIF6/FRG1/EXOSC5/SPIN1/AK6/IMP4/RPS28/IMP3/TBL3/DEDD
GO:0006457	protein folding	203	0.609002375082759	3.3488414546412	1e-10	1.04536256323777e-09	5.03594568208041e-10	6446	tags=66%, list=23%, signal=51%	CCT2/HSP90AB1/SDF2L1/DNAJA1/AHSA1/DNLZ/RIC8A/TELO2/DNAJA4/WFS1/CCT3/BAG3/FKBP1A/TCP1/TOR1A/RP2/MESD/CALR/DNAJB1/PPIF/CCT5/PPIA/HSPA1B/CDC123/DNAJB11/NUDC/TBCB/QSOX1/P4HB/GAK/GRPEL1/DNAJC5/DNAJA2/HSPE1/PFDN6/HSPB1/TOR1B/TBCC/CDC37/B2M/DNAJC2/PDIA3/NFYC/PFDN1/PPID/ST13/CCT8/TBCA/HSP90AA1/NPPB/PDCL3/HSPA14/DNAJB6/TTC1/PDRG1/SNRNP70/NUDCD3/HSPA1A/FKBP2/FKBP5/PDIA4/KHSRP/HSPA6/PPIH/UNC45A/PPIE/FKBP8/PPIB/P3H1/PDIA6/HSPD1/BAG5/TBCD/ARL2/TOR2A/ZMYND10/PDCD5/LMAN2L/QSOX2/CCT7/VBP1/DNAJB5/HSP90B1/MPDU1/HSPH1/GRN/DNAJC25/HSPA8/CCT6A/HYPK/WDR83OS/HSP90AB2P/HSPA4/ERP44/DNAJC19/ZPR1/PFDN5/AIP/HSPA2/TTC4/PPWD1/PPIG/FKBP4/PFDN2/PFDN4/HSPBP1/DNAJB12/DNAJC21/DNAJC7/HYOU1/RUVBL2/SDF2/BAG1/ALG12/PEX19/CCDC47/PPIC/CWC27/POFUT2/DNAJC1/PTGES3/FKBP6/DNAJB4/PPIL1/HSPA1L/CRTAP/CLPX/TRAP1/TXNDC5/DNAJC4/NUDCD2/SELENOF/CRYAB/PRDX4
GO:0022613	ribonucleoprotein complex biogenesis	471	0.558659152496375	3.34386305233046	1e-10	1.04536256323777e-09	5.03594568208041e-10	5973	tags=60%, list=22%, signal=48%	HSP90AB1/EIF3B/RPS15/SF3B4/DHX30/MRTO4/MRM2/FTSJ3/TXNL4A/WBP11/SURF6/GLUL/BMS1/DDX23/TSR3/AFG2B/SART3/SLX9/REXO4/RPUSD2/UTP14A/POP4/EIF4A3/DDX54/SART1/RRP36/EIF3C/ISY1/YJU2/RPL14/SF3A3/U2AF2/LYAR/RPL35/NOL7/MCAT/REXO1/SIRT7/RRP1/SNRPD2/UTP18/HTATSF1/KRI1/GNL2/SNRPC/RPUSD1/CLP1/AAR2/MRPS2/NOM1/DDX51/MRM3/DDX49/EXOSC9/NHP2/ISG20L2/GTF3A/RRS1/SF3B2/NOP16/NOP14/LAS1L/RBM10/PA2G4/SF1/RCC1L/POP7/NSA2/SRSF9/EBNA1BP2/ABT1/PRPF6/EXOSC10/GEMIN6/MPV17L2/LSM4/C1QBP/PHF5A/CD2BP2/SNRPD1/PIN4/WDR46/PRPF31/NOP56/AATF/WDR55/RPL26L1/SNRPB/EXOSC4/CINP/HSP90AA1/CUL4A/SNRPB2/LTV1/WDR77/EIF5B/UTP3/NOP2/UTP6/SRSF5/RUVBL1/RAN/ADAR/REXO5/PRPF19/TRMT112/BUD13/GEMIN7/ZNHIT3/RPUSD4/SUV39H1/RNASEL/MRPS7/SNRPF/XRN2/LSM6/ERCC2/RIOK1/LSG1/PWP2/TSR2/DDX47/C1orf131/DDX46/PUF60/DHX29/SNRPG/DDX56/RPL11/SHQ1/RPL24/SNIP1/EIF3G/PPAN/RPS19BP1/RPP38/SF3B5/XAB2/SF3A2/YTHDF2/SNU13/RPS11/RPS25/RPS9/NOC2L/EIF3H/ZNF622/LOC102724159/DDX27/STRAP/DNTTIP2/DKC1/USP4/NPM1/DDX3X/NUDT16/RPS27/RPSA/MPHOSPH10/RPS14/PRP4K/COIL/NIP7/EIF3I/PRMT7/RBFA/ESF1/RRP7A/TAF9/DHX9/RPL38/RBMX2/NSUN5/TSR1/RPS19/NOL3/USP39/DDX28/EIF3J/ERI3/RPL7A/CLNS1A/RPL7/C1D/SNRPA1/LSM2/DDX42/PRPF3/DENR/RPP30/DHX37/XRCC5/RPL27/PES1/RPS8/MTG2/ZRSR2/GEMIN2/RBM34/RRP9/NOP53/UTP11/SMN1/RPL7L1/NGRN/SLU7/RPS5/NOP58/FAU/ZNF593/NOLC1/MTERF4/CRNKL1/GRWD1/FBL/SNRPE/SNRPD3/RPS23/LUC7L3/NVL/RIOK2/EXOSC2/BYSL/MALSU1/TRMT2B/NGDN/TARBP2/DDX39B/RPL5/RPS24/GAR1/RPL35A/DDX20/RPS3A/NOP9/PSIP1/RUVBL2/USP16/RPS17/RPS12/AGO4/RPL13A/EIF3L/BUD23/RRP1B/RPS16/RPP40/NOP10/ERAL1/SFSWAP/GEMIN4/EXOSC7/DDX1/WDR18/RPS4X/CELF2/PRMT5/WDR74/NOL10/POP5/TSSC4/UTP4/GTF2H5/PIH1D1/PTGES3/EXOSC3/SF3B3/LUC7L/RSRP1/AIRIM/EFL1/EIF6/FRG1/SDAD1/EXOSC5/NUP88/NOA1/AK6/IMP4/RPS28/IMP3/TBL3
GO:0006397	mRNA processing	485	0.559038515311743	3.3354057644934	1e-10	1.04536256323777e-09	5.03594568208041e-10	5522	tags=54%, list=20%, signal=44%	ALYREF/UPF1/DAZAP1/CACTIN/SF3B4/CSTF2/SRRT/SLBP/HNRNPF/THOC3/TXNL4A/HNRNPA0/HNRNPL/JMJD6/PRKACA/SSU72/LGALS3/PRPF4/RBM15B/WBP11/ESS2/YBX1/TSEN54/NONO/DDX23/SART3/KHDRBS1/GRSF1/HNRNPA2B1/SRSF2/RPUSD2/RBM38/EIF4A3/HNRNPA1/DDX39A/SART1/ISY1/SAFB2/HNRNPUL1/YJU2/HNRNPM/PABPN1/GPKOW/SF3A3/U2AF2/SUPT6H/RALY/C9orf78/SNRPD2/HTATSF1/NCL/TARDBP/SRSF3/PNN/TFIP11/HDAC7/SNRPC/CLP1/AAR2/DDX41/ARMC7/ILF3/DBR1/TSEN34/SF3B2/LSM7/CWF19L1/SAFB/RBM10/CDC5L/ARL6IP4/SF1/WBP4/SRSF9/HNRNPK/RNPS1/DHX38/PRPF6/EXOSC10/GEMIN6/MFAP1/PAF1/ZNF830/LSM4/C1QBP/DHX16/PHF5A/CD2BP2/SNRPD1/ZMAT2/PRPF31/RBM17/CPSF4/NSUN2/UBL5/SUGP1/LSM3/SNRPB/SAP18/CWC15/CPSF7/CDK11B/SNRPB2/CWC25/WDR77/SFPQ/CSTF2T/HNRNPH3/HNRNPR/SRSF5/ADAR/PRPF19/BUD13/GEMIN7/PRPF38B/RPUSD4/HNRNPA3/SNRNP70/LARP7/RNASEL/SLTM/BCAS2/SRSF4/SRSF7/SNRPF/XRN2/LSM6/CDK11A/AKAP17A/HNRNPUL2/LEO1/IK/DDX47/DDX46/ARVCF/PUF60/IWS1/SNRPG/CTNNBL1/KHSRP/UPF3B/PRKRIP1/GPATCH1/TRMT6/PPP1R8/HOXB-AS3/PPIH/SNIP1/SCAF1/SF3B5/XAB2/SF3A2/LSM1/MBLAC1/NSRP1/ACIN1/BUD31/RBM42/PPIE/SNU13/CASC3/HABP4/DHX15/FMR1/RBM22/SYNCRIP/CMTR1/STRAP/DNAJC17/CPSF1/RBM39/FAM50A/USP4/RBM4B/METTL3/UPF3A/CDK9/CCAR2/PRP4K/COIL/CWF19L2/ZC3H13/ZC3H3/PTBP1/SNRNP35/PRMT7/DDX5/SNW1/DHX9/THRAP3/RBMX2/NOL3/USP39/HSPA8/HNRNPH1/ESRP2/PCIF1/RBM8A/LSM10/CLNS1A/SNRPA1/LSM2/RNF113A/DDX42/RBM6/RAMAC/PRPF3/SRRM1/ZPR1/HNRNPU/ZRSR2/GEMIN2/PPWD1/ZCRB1/DUS3L/THOC7/SMN1/SLU7/CIR1/CRNKL1/MAGOH/SNRPE/SNRPD3/PNPT1/LUC7L3/AKAP8L/SYF2/ARGLU1/U2AF1/TRMT10C/KAT8/HSF1/DDX39B/TRMT61A/PQBP1/AFF2/SON/RBM25/DDX20/RBFOX2/PSIP1/PRPF38A/RBM3/TRUB2/RRP1B/TRMT2A/LSM11/TTF2/TBRG4/SFSWAP/GEMIN4/NUDT21/DDX1/SMNDC1/ZBTB7A/CWC27/CELF2/NCBP2/PRMT5/ZRSR2P1/SNRNP25/TSSC4/WTAP/DHX8
GO:0000070	mitotic sister chromatid segregation	193	0.610604347203319	3.32743217301139	1e-10	1.04536256323777e-09	5.03594568208041e-10	5815	tags=59%, list=21%, signal=47%	SMC1A/ZWINT/KIF3B/PHF13/CHMP6/PRC1/AKAP8/CHMP7/CDK5RAP2/TRIP13/RCC1/MAPRE1/CDCA5/MYBL2/TUBG1/KMT5A/CCNB1/CDC20/NCAPH2/HSPA1B/MAD1L1/SPAG5/ANAPC15/NUDC/CHMP4B/KIFC1/MAD2L1BP/NSMCE2/CDCA8/RRS1/NCAPG2/KIF22/UBE2C/TTN/BIRC5/PSRC1/RHOA/MAD2L2/NUMA1/KPNB1/KIF4A/NEK2/KNSTRN/NUP62/PPP2R1A/RAN/RACGAP1/KIF2C/AURKB/HSPA1A/BAZ1B/NDC80/NUSAP1/CHMP3/IK/GOLGA2/CCDC61/BUB3/UHRF1/MZT1/RAD21/BCCIP/ZW10/PLK1/ANAPC5/ESPL1/NCAPD3/INCENP/FLNA/SPDL1/VPS4A/ANAPC11/RIPOR2/NCAPH/BUB1B/DCTN2/PRP4K/MAD2L1/CHMP1A/KIF23/PPP1CC/TPX2/XRCC3/NCAPD2/KLHL22/PINX1/NUF2/VPS4B/HNRNPU/CHMP2A/CHMP4A/SMC3/WRAP73/ARHGEF10/AKAP8L/NCAPG/SPC24/BUB1/DRG1/ZWILCH/CENPI/CENPK/KIF15/CHMP5/SMC4/SKA3/WAPL/FBXO5/ANKRD53/CENPE/POLDIP2/CDT1/LCMT1
GO:0140014	mitotic nuclear division	275	0.574008555103681	3.28209500448802	1e-10	1.04536256323777e-09	5.03594568208041e-10	5853	tags=55%, list=21%, signal=43%	CTDP1/SMC1A/ZWINT/KIF3B/RANBP1/PDXP/PHF13/CHMP6/PRC1/AKAP8/CHMP7/CDK5RAP2/TRIP13/RCC1/MAPRE1/CDCA5/MYBL2/TUBG1/KMT5A/PIN1/CCNB1/CDC20/CEP85/NCAPH2/HSPA1B/MAD1L1/SPAG5/ANAPC15/NUDC/CHMP4B/KIFC1/MAD2L1BP/NDE1/NSMCE2/NSFL1C/CDCA8/RRS1/NCAPG2/AURKAIP1/KIF22/UBE2C/ANKLE2/UBE2S/TTN/PKMYT1/DAPK3/BIRC5/PSRC1/RHOA/MAD2L2/AURKA/NUMA1/UBE2I/KPNB1/KIF4A/NEK2/KNSTRN/NUP62/PPP2R1A/BANF1/SPHK1/RAN/RACGAP1/KIF2C/AURKB/HSPA1A/BAZ1B/NDC80/NUSAP1/CHMP3/IK/NPM2/GOLGA2/CCDC61/BUB3/RPL24/UHRF1/MZT1/RAD21/BCCIP/ZW10/PLK1/SH2B1/ANAPC5/ESPL1/NCAPD3/INCENP/FLNA/SPDL1/VPS4A/ANAPC11/RIPOR2/NCAPH/BUB1B/DCTN2/PRP4K/MAD2L1/CHMP1A/FBXW5/KIF23/PPP1CC/TPX2/ANLN/XRCC3/NCAPD2/PPP1R9B/KLHL22/PINX1/NUF2/SMPD3/OBSL1/VPS4B/HNRNPU/PPP2R2D/BTC/CHMP2A/CHMP4A/SMC3/WRAP73/ARHGEF10/AKAP8L/NCAPG/SPC24/BUB1/DRG1/ZWILCH/USP16/CENPI/KLHDC8B/CENPK/MKI67/CDC25C/PHB2/KIF15/CDC42/CHMP5/SMC4/PRMT5/SKA3/TGFB1/WAPL/CDKN1B/FBXO5/ANKRD53/CENPE/POLDIP2/BORA/CDT1/LCMT1/EDN1
