ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0010273	detoxification of copper ion	4/102	10/13345	0.4	52.3333333333333	14.2512470606317	6.52147490980699e-07	0.000730731263643873	0.000692992518047384	MT2A/MT1E/MT1X/MT1M	4
GO:1990169	stress response to copper ion	4/102	10/13345	0.4	52.3333333333333	14.2512470606317	6.52147490980699e-07	0.000730731263643873	0.000692992518047384	MT2A/MT1E/MT1X/MT1M	4
GO:0046688	response to copper ion	5/102	25/13345	0.2	26.1666666666667	11.0533393060336	1.11203728859025e-06	0.000830691854576915	0.000787790626548671	TFRC/MT2A/MT1E/MT1X/MT1M	5
GO:0097501	stress response to metal ion	4/102	15/13345	0.266666666666667	34.8888888888889	11.5249167705667	4.11604061702194e-06	0.0022706977435732	0.00215342715623866	MT2A/MT1E/MT1X/MT1M	4
GO:0071280	cellular response to copper ion	4/102	16/13345	0.25	32.7083333333333	11.1374184071143	5.45586887483813e-06	0.0022706977435732	0.00215342715623866	MT2A/MT1E/MT1X/MT1M	4
GO:0061687	detoxification of inorganic compound	4/102	17/13345	0.235294117647059	30.7843137254902	10.783990073378	7.09276403615011e-06	0.0022706977435732	0.00215342715623866	MT2A/MT1E/MT1X/MT1M	4
GO:0071294	cellular response to zinc ion	4/102	17/13345	0.235294117647059	30.7843137254902	10.783990073378	7.09276403615011e-06	0.0022706977435732	0.00215342715623866	MT2A/MT1E/MT1X/MT1M	4
GO:0071276	cellular response to cadmium ion	4/102	20/13345	0.2	26.1666666666667	9.8845521919871	1.41864359236452e-05	0.00397397536311112	0.0037687387012947	MT2A/MT1E/MT1X/MT1M	4
GO:0010043	response to zinc ion	5/102	42/13345	0.119047619047619	15.5753968253968	8.30271537642771	1.60623739608713e-05	0.00399953111625694	0.00379297462304083	MT2A/VCAM1/MT1E/MT1X/MT1M	5
GO:0006882	intracellular zinc ion homeostasis	4/102	29/13345	0.137931034482759	18.0459770114943	8.06462015978344	6.5964567805256e-05	0.0147826596451579	0.014019206568296	MT2A/MT1E/MT1X/MT1M	4
GO:0010038	response to metal ion	9/102	274/13345	0.0328467153284672	4.29744525547445	4.84003365116005	0.000246033268762682	0.0489589330503893	0.0464304402774777	TFRC/MT2A/PDX1/VCAM1/MT1E/CD14/FGA/MT1X/MT1M	9
GO:0046686	response to cadmium ion	4/102	41/13345	0.0975609756097561	12.7642276422764	6.62085600944846	0.000262162961447868	0.0489589330503893	0.0464304402774777	MT2A/MT1E/MT1X/MT1M	4
